ConvID_qtmentions,text,ratings
7241_0,hello Hi Im looking for a good spoof ,"[(1840, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7243_0,Hey! Hello how are you? Im good how are you? Great! I am looking for a romance to watch at home tonight for our Valentine's Night ,"[(2930, 1), (1657, 1), (1205, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7243_1,Hey! Hello how are you? Im good how are you? Great! I am looking for a romance to watch at home tonight for our Valentine's Night Have you seen the 2nd movie @192020 ,"[(1657, 1), (1205, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7243_2,"Hey! Hello how are you? Im good how are you? Great! I am looking for a romance to watch at home tonight for our Valentine's Night Have you seen the 2nd movie @192020 I have not, I haven't seen @79935 either. ","[(1205, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7252_0,hello. how are you? I am looking for a comedy hello okay let me think here ,"[(1082, 1), (4918, 1), (375, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7252_1,"hello. how are you? I am looking for a comedy hello okay let me think here @83552 was good I haven't seen it yet, but I hear it's pretty good ","[(4918, 1), (375, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7252_2,"hello. how are you? I am looking for a comedy hello okay let me think here @83552 was good I haven't seen it yet, but I hear it's pretty good @169419 ","[(375, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7252_3,"hello. how are you? I am looking for a comedy hello okay let me think here @83552 was good I haven't seen it yet, but I hear it's pretty good @169419 @122604 I'm looking forward to seeing it ","[(375, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7254_0,"hello, how are you? I am looking for a romance Hey! Im good thank you for askin ","[(5691, 0), (2930, 0), (1205, 1), (5303, 1), (1707, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7254_1,"hello, how are you? I am looking for a romance Hey! Im good thank you for askin Have you seen @204984 NO I have not is it good? ","[(2930, 0), (1205, 1), (5303, 1), (1707, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7254_2,"hello, how are you? I am looking for a romance Hey! Im good thank you for askin Have you seen @204984 NO I have not is it good? I liked it! It was definitely worth watching. There is also @192020 ","[(1205, 1), (5303, 1), (1707, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7254_3,"hello, how are you? I am looking for a romance Hey! Im good thank you for askin Have you seen @204984 NO I have not is it good? I liked it! It was definitely worth watching. There is also @192020 I have not seen any @79935 movies I just can't get into the story line I guess ","[(5303, 1), (1707, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7254_4,"hello, how are you? I am looking for a romance Hey! Im good thank you for askin Have you seen @204984 NO I have not is it good? I liked it! It was definitely worth watching. There is also @192020 I have not seen any @79935 movies I just can't get into the story line I guess They are good. Also there is @170037 I haven't seen that one yet ","[(1707, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7295_0,"Hello, do you know of any good mystery movies? Hi.  I sure do.  But before we start can you tell me what kind of mystery's you like? Yes, I like detective movies and serial killers and crime stuff Okay.  Maybe something like @173904 or are you looking for something newer? Something more recent ","[(5553, 1), (62, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7295_1,"Hello, do you know of any good mystery movies? Hi.  I sure do.  But before we start can you tell me what kind of mystery's you like? Yes, I like detective movies and serial killers and crime stuff Okay.  Maybe something like @173904 or are you looking for something newer? Something more recent How about @194237 it was really good but also a little bit scary. Yes, that was good I liked it ","[(62, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7327_0,"Hi, how are you? Hey there Pretty good, you? Good.  A bit worn out.  I've been at the movie store all day at work. You may be able to help me then, my husband and I are looking for a good romantic comedy to watch tonight for Valentines Day. Oh, of course!!  Could you tell me a couple that you have seen and liked to give me an idea of your preferene? ","[(3558, 1), (5450, 1), (2331, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7327_1,"Hi, how are you? Hey there Pretty good, you? Good.  A bit worn out.  I've been at the movie store all day at work. You may be able to help me then, my husband and I are looking for a good romantic comedy to watch tonight for Valentines Day. Oh, of course!!  Could you tell me a couple that you have seen and liked to give me an idea of your preferene? My all time favorite movie is @152847 ","[(5450, 1), (2331, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7336_0,"Hi, I'm here to help you with some movie recommendations Awesome. Do you know much about comedies? I know a fair share.  I work at the movie department at walmart so I have to keep up with it. ","[(1273, 1), (1339, 1), (1222, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7336_1,"Hi, I'm here to help you with some movie recommendations Awesome. Do you know much about comedies? I know a fair share.  I work at the movie department at walmart so I have to keep up with it. Cool. Do you know of anything similar to @124098 ? I sure do. Give me one minute. ","[(1339, 1), (1222, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7336_2,"Hi, I'm here to help you with some movie recommendations Awesome. Do you know much about comedies? I know a fair share.  I work at the movie department at walmart so I have to keep up with it. Cool. Do you know of anything similar to @124098 ? I sure do. Give me one minute. A newer one I could recommend is called @104844 It's not as bad as it sounds, lol ","[(1222, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7336_4,"Hi, I'm here to help you with some movie recommendations Awesome. Do you know much about comedies? I know a fair share.  I work at the movie department at walmart so I have to keep up with it. Cool. Do you know of anything similar to @124098 ? I sure do. Give me one minute. A newer one I could recommend is called @104844 It's not as bad as it sounds, lol @170108 and @105190 are also very similar I haven't seen any of those. I'll look them up and make sure to see them. ","[(1339, 1), (1222, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7356_0,hi Hello. hi Are you looking for any genre specifically? Im looking for a sci fi movie ,"[(5415, 1), (707, 1), (5695, 0), (716, 1), (4185, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7356_1,hi Hello. hi Are you looking for any genre specifically? Im looking for a sci fi movie like @179943 ,"[(707, 1), (5695, 0), (716, 1), (4185, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7356_2,hi Hello. hi Are you looking for any genre specifically? Im looking for a sci fi movie like @179943 or @125118 ,"[(5695, 0), (716, 1), (4185, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7356_3,hi Hello. hi Are you looking for any genre specifically? Im looking for a sci fi movie like @179943 or @125118 Have you seen @197213 ? Yes loved it ,"[(716, 1), (4185, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7356_4,hi Hello. hi Are you looking for any genre specifically? Im looking for a sci fi movie like @179943 or @125118 Have you seen @197213 ? Yes loved it Another good one is @159275  with Keanu Reeves. That one sucked ,"[(4185, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7356_5,hi Hello. hi Are you looking for any genre specifically? Im looking for a sci fi movie like @179943 or @125118 Have you seen @197213 ? Yes loved it Another good one is @159275  with Keanu Reeves. That one sucked You've probably seen @167508  but I will mention it since its a classic. completely missed the point of the first one ,"[(4185, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7356_6,hi Hello. hi Are you looking for any genre specifically? Im looking for a sci fi movie like @179943 or @125118 Have you seen @197213 ? Yes loved it Another good one is @159275  with Keanu Reeves. That one sucked You've probably seen @167508  but I will mention it since its a classic. completely missed the point of the first one I haven't seen @167508 I never watched the first one. The new one was rather boring though. Watch the original its great There did not really seem to be a point to the new one. I'll have to watch the original. ,"[(4185, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7384_0,Hello. hello i'm looking for a good animated kids movie ,"[(1142, 1), (6363, 1), (2854, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7384_1,Hello. hello i'm looking for a good animated kids movie my kids really liked @122604 ,"[(6363, 1), (2854, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7384_2,Hello. hello i'm looking for a good animated kids movie my kids really liked @122604 and of course @82894 ,"[(2854, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7424_0,hello. Can you recommend some dramas? Afternoon! ,"[(2414, 1), (24, 1), (5051, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7424_1,hello. Can you recommend some dramas? Afternoon! I liked @181299 ,"[(24, 1), (5051, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7424_2,hello. Can you recommend some dramas? Afternoon! I liked @181299 I haven't seen @110291 yet but it looks good. ,"[(5051, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7459_0,Hi. hello What kind of movies do you enjoy watching? I am looking for a comedy please Ok Great. Are you looking for a newer movie? ,"[(5758, 1), (4619, 1), (5850, 1), (2887, 1), (3583, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7459_1,Hi. hello What kind of movies do you enjoy watching? I am looking for a comedy please Ok Great. Are you looking for a newer movie? I love @157765 I love the older movies the most ,"[(4619, 1), (5850, 1), (2887, 1), (3583, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7459_2,Hi. hello What kind of movies do you enjoy watching? I am looking for a comedy please Ok Great. Are you looking for a newer movie? I love @157765 I love the older movies the most Have you seen @159618 ? no i haven't seen that one I will check it out ,"[(5850, 1), (2887, 1), (3583, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7459_4,"Hi. hello What kind of movies do you enjoy watching? I am looking for a comedy please Ok Great. Are you looking for a newer movie? I love @157765 I love the older movies the most Have you seen @159618 ? no i haven't seen that one I will check it out You might also like @127324 or @121179 I will check those out, I've never seen either one They're pretty funny. ","[(3583, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7483_0,"Hi Hi, tell me a movie you like or a genre you are interested in Hi, can you recommend me some good family movies? Older ones are fine, too. We just watched @79543 ","[(5266, 1), (6009, 1), (6478, 1), (2780, 1), (2209, 1), (541, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7483_2,"Hi Hi, tell me a movie you like or a genre you are interested in Hi, can you recommend me some good family movies? Older ones are fine, too. We just watched @79543 Perfect, I have three kids myself so we love any thing Disney, @135250 , and @140749 Yeah, I love those! ","[(6478, 1), (2780, 1), (2209, 1), (541, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7483_4,"Hi Hi, tell me a movie you like or a genre you are interested in Hi, can you recommend me some good family movies? Older ones are fine, too. We just watched @79543 Perfect, I have three kids myself so we love any thing Disney, @135250 , and @140749 Yeah, I love those! @124408  and @160858  are fun movies to watch together ","[(2780, 1), (2209, 1), (541, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7483_5,"Hi Hi, tell me a movie you like or a genre you are interested in Hi, can you recommend me some good family movies? Older ones are fine, too. We just watched @79543 Perfect, I have three kids myself so we love any thing Disney, @135250 , and @140749 Yeah, I love those! @124408  and @160858  are fun movies to watch together Another one I still like is @87294 Great Oh, that's a great suggestion! I loved them and haven't seen them forever! ","[(2209, 1), (541, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7483_6,"Hi Hi, tell me a movie you like or a genre you are interested in Hi, can you recommend me some good family movies? Older ones are fine, too. We just watched @79543 Perfect, I have three kids myself so we love any thing Disney, @135250 , and @140749 Yeah, I love those! @124408  and @160858  are fun movies to watch together Another one I still like is @87294 Great Oh, that's a great suggestion! I loved them and haven't seen them forever! Also love @79289 ","[(2209, 1), (541, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7486_0,Hi. Hello I'm looking for a good comedy. ,"[(3746, 1), (1978, 1), (3636, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7486_1,Hi. Hello I'm looking for a good comedy. @119847 is a funny one ,"[(1978, 1), (3636, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7486_2,Hi. Hello I'm looking for a good comedy. @119847 is a funny one I lIke @116894 Austin Powers is good.  I've seen all of those. ,"[(3636, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7530_0,"Hello Hi, What kind of movies do you like? Comedies ","[(2603, 1), (5772, 1), (885, 1), (3174, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7530_1,"Hello Hi, What kind of movies do you like? Comedies Have you seen @116894 ? ","[(5772, 1), (885, 1), (3174, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7530_2,"Hello Hi, What kind of movies do you like? Comedies Have you seen @116894 ? @176692  was pretty funny too. no I liked that one ","[(2603, 1), (5772, 1), (885, 1), (3174, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7530_3,"Hello Hi, What kind of movies do you like? Comedies Have you seen @116894 ? @176692  was pretty funny too. no I liked that one I will see @116894 ","[(885, 1), (3174, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7530_5,"Hello Hi, What kind of movies do you like? Comedies Have you seen @116894 ? @176692  was pretty funny too. no I liked that one I will see @116894 If you liked Keeping up with the Joneses you also might like @135571 movies or @126924 ","[(3174, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7530_6,"Hello Hi, What kind of movies do you like? Comedies Have you seen @116894 ? @176692  was pretty funny too. no I liked that one I will see @116894 If you liked Keeping up with the Joneses you also might like @135571 movies or @126924 Seen @135571 . Like it. ","[(885, 1), (3174, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7550_0,Merna and I will go to the movies this weekend. Do you have any suggestions of what we should see? what about @205353 ,"[(1654, 1), (3636, 1), (6032, 1), (3103, 1), (622, 1), (4105, 1), (2414, 1), (2052, 1), (2897, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7550_1,Merna and I will go to the movies this weekend. Do you have any suggestions of what we should see? what about @205353 Hmmm... Never heard of it. I like action and drama movies like @162165  You ever seen it? oh yes that movie was great! I see. Is @205353 an action movie? ,"[(3636, 1), (6032, 1), (3103, 1), (622, 1), (4105, 1), (2414, 1), (2052, 1), (2897, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7550_2,Merna and I will go to the movies this weekend. Do you have any suggestions of what we should see? what about @205353 Hmmm... Never heard of it. I like action and drama movies like @162165  You ever seen it? oh yes that movie was great! I see. Is @205353 an action movie? what about the @204974 ? @205353 is more of horror ,"[(3636, 1), (6032, 1), (3103, 1), (622, 1), (4105, 1), (2414, 1), (2052, 1), (2897, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7550_3,Merna and I will go to the movies this weekend. Do you have any suggestions of what we should see? what about @205353 Hmmm... Never heard of it. I like action and drama movies like @162165  You ever seen it? oh yes that movie was great! I see. Is @205353 an action movie? what about the @204974 ? @205353 is more of horror @204974 seems to have a lot of action ,"[(3636, 1), (6032, 1), (3103, 1), (622, 1), (4105, 1), (2414, 1), (2052, 1), (2897, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7550_4,Merna and I will go to the movies this weekend. Do you have any suggestions of what we should see? what about @205353 Hmmm... Never heard of it. I like action and drama movies like @162165  You ever seen it? oh yes that movie was great! I see. Is @205353 an action movie? what about the @204974 ? @205353 is more of horror @204974 seems to have a lot of action @204974  is on my list. it looks like a great movie. i see a lot of people talking about it Yes @204974  does seem to have a lot of action. What is @205353 about? it is about a haunted house! the house is actually in California ,"[(6032, 1), (3103, 1), (622, 1), (4105, 1), (2414, 1), (2052, 1), (2897, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7550_5,Merna and I will go to the movies this weekend. Do you have any suggestions of what we should see? what about @205353 Hmmm... Never heard of it. I like action and drama movies like @162165  You ever seen it? oh yes that movie was great! I see. Is @205353 an action movie? what about the @204974 ? @205353 is more of horror @204974 seems to have a lot of action @204974  is on my list. it looks like a great movie. i see a lot of people talking about it Yes @204974  does seem to have a lot of action. What is @205353 about? it is about a haunted house! the house is actually in California Hmmm. Did you see Kevin Hart's movie @83552 i? Who stars in @205353 ? ,"[(6032, 1), (3103, 1), (622, 1), (4105, 1), (2414, 1), (2052, 1), (2897, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7550_6,"Merna and I will go to the movies this weekend. Do you have any suggestions of what we should see? what about @205353 Hmmm... Never heard of it. I like action and drama movies like @162165  You ever seen it? oh yes that movie was great! I see. Is @205353 an action movie? what about the @204974 ? @205353 is more of horror @204974 seems to have a lot of action @204974  is on my list. it looks like a great movie. i see a lot of people talking about it Yes @204974  does seem to have a lot of action. What is @205353 about? it is about a haunted house! the house is actually in California Hmmm. Did you see Kevin Hart's movie @83552 i? Who stars in @205353 ? Oh yes, Kevin Hart and The Rock are one of my favorite actors. @83552 was a great film Helen Mirren plays the main character ","[(3636, 1), (6032, 1), (3103, 1), (622, 1), (4105, 1), (2414, 1), (2052, 1), (2897, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
7550_8,"Merna and I will go to the movies this weekend. Do you have any suggestions of what we should see? what about @205353 Hmmm... Never heard of it. I like action and drama movies like @162165  You ever seen it? oh yes that movie was great! I see. Is @205353 an action movie? what about the @204974 ? @205353 is more of horror @204974 seems to have a lot of action @204974  is on my list. it looks like a great movie. i see a lot of people talking about it Yes @204974  does seem to have a lot of action. What is @205353 about? it is about a haunted house! the house is actually in California Hmmm. Did you see Kevin Hart's movie @83552 i? Who stars in @205353 ? Oh yes, Kevin Hart and The Rock are one of my favorite actors. @83552 was a great film Helen Mirren plays the main character The guy from @128188 stars in @204974 also. ","[(622, 1), (4105, 1), (2414, 1), (2052, 1), (2897, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
